time,Gregorian_Time
2022-01-01,17:26:00
2022-01-01,17:26:59
2022-01-01,17:27:59
2022-01-01,17:28:59
2022-01-01,17:29:59
2022-01-01,17:30:59
2022-01-01,17:32:00
2022-01-01,17:33:00
2022-01-01,17:34:00
2022-01-01,17:35:00
2022-01-01,17:36:00
2022-01-01,17:37:00
2022-01-01,17:37:59
2022-01-01,17:38:59
2022-01-01,17:39:59
2022-01-01,17:40:59
2022-01-01,17:41:59
2022-01-01,17:42:59
2022-01-01,17:44:00
2022-01-01,17:45:00
2022-01-01,17:46:00
2022-01-01,17:47:00
2022-01-01,17:48:00
2022-01-01,17:48:59
2022-01-01,17:49:59
2022-01-01,17:50:59
2022-01-01,17:51:59
2022-01-01,17:52:59
2022-01-01,17:53:59
2022-01-01,17:55:00
2022-01-01,17:56:00
2022-01-01,17:57:00
2022-01-01,17:58:00
2022-01-01,17:59:00
2022-01-01,18:00:00
2022-01-01,18:00:59
2022-01-01,18:01:59
2022-01-01,18:02:59
2022-01-01,18:03:59
2022-01-01,18:04:59
2022-01-01,18:06:00
2022-01-01,18:07:00
2022-01-01,18:08:00
2022-01-01,18:09:00
2022-01-01,18:10:00
2022-01-01,18:11:00
2022-01-01,18:11:59
2022-01-01,18:12:59
2022-01-01,18:13:59
2022-01-01,18:14:59
2022-01-01,18:15:59
2022-01-01,18:17:00
2022-01-01,18:18:00
2022-01-01,18:19:00
2022-01-01,18:20:00
2022-01-01,18:21:00
2022-01-01,18:22:00
2022-01-01,18:22:59
2022-01-01,18:23:59
2022-01-01,18:24:59
2022-01-01,18:25:59
2022-01-01,18:26:59
2022-01-01,18:27:59
2022-01-01,18:29:00
2022-01-01,18:30:00
2022-01-01,18:31:00
2022-01-01,18:32:00
2022-01-01,18:33:00
2022-01-01,18:33:59
2022-01-01,18:34:59
2022-01-01,18:35:59
2022-01-01,18:36:59
2022-01-01,18:37:59
2022-01-01,18:38:59
2022-01-01,18:40:00
2022-01-01,18:41:00
2022-01-01,18:42:00
2022-01-01,18:43:00
2022-01-01,18:44:00
2022-01-01,18:45:00
2022-01-01,18:45:59
2022-01-01,18:46:59
2022-01-01,18:47:59
2022-01-01,18:48:59
2022-01-01,18:49:59
2022-01-01,18:51:00
2022-01-01,18:52:00
2022-01-01,18:53:00
2022-01-01,18:54:00
2022-01-01,18:55:00
2022-01-01,18:56:00
2022-01-01,18:56:59
2022-01-01,18:57:59
2022-01-01,18:58:59
2022-01-01,18:59:59
2022-01-01,19:00:59
2022-01-01,19:02:00
2022-01-01,19:03:00
2022-01-01,19:04:00
2022-01-01,19:05:00
2022-01-01,19:06:00
2022-01-01,19:07:00
2022-01-01,19:07:59
2022-01-01,19:08:59
2022-01-01,19:09:59
2022-01-01,19:10:59
2022-01-01,19:11:59
2022-01-01,19:12:59
2022-01-01,19:14:00
2022-01-01,19:15:00
2022-01-01,19:16:00
2022-01-01,19:17:00
2022-01-01,19:18:00
2022-01-01,19:18:59
2022-01-01,19:19:59
2022-01-01,19:20:59
2022-01-01,19:21:59
2022-01-01,19:22:59
2022-01-01,19:23:59
2022-01-01,19:25:00
2022-01-01,19:26:00
2022-01-01,19:27:00
2022-01-01,19:28:00
2022-01-01,19:29:00
2022-01-01,19:30:00
2022-01-01,19:30:59
2022-01-01,19:31:59
2022-01-01,19:32:59
2022-01-01,19:33:59
2022-01-01,19:34:59
2022-01-01,19:36:00
2022-01-01,19:37:00
2022-01-01,19:38:00
2022-01-01,19:39:00
2022-01-01,19:40:00
2022-01-01,19:41:00
2022-01-01,19:41:59
2022-01-01,19:42:59
2022-01-01,19:43:59
2022-01-01,19:44:59
2022-01-01,19:45:59
2022-01-01,19:47:00
2022-01-01,19:48:00
2022-01-01,19:49:00
2022-01-01,19:50:00
2022-01-01,19:51:00
2022-01-01,19:52:00
2022-01-01,19:52:59
2022-01-01,19:53:59
2022-01-01,19:54:59
2022-01-01,19:55:59
2022-01-01,19:56:59
2022-01-01,19:57:59
2022-01-01,19:59:00
2022-01-01,20:00:00
2022-01-01,20:01:00
2022-01-01,20:02:00
2022-01-01,20:03:00
2022-01-01,20:03:59
2022-01-01,20:04:59
2022-01-01,20:05:59
2022-01-01,20:06:59
2022-01-01,20:07:59
2022-01-01,20:08:59
2022-01-01,20:10:00
2022-01-01,20:11:00
2022-01-01,20:12:00
2022-01-01,20:13:00
2022-01-01,20:14:00
2022-01-01,20:15:00
2022-01-01,20:15:59
2022-01-01,20:16:59
2022-01-01,20:17:59
2022-01-01,20:18:59
2022-01-01,20:19:59
2022-01-01,20:21:00
2022-01-01,20:22:00
2022-01-01,20:23:00
2022-01-01,20:24:00
2022-01-01,20:25:00
2022-01-01,20:26:00
2022-01-01,20:26:59
2022-01-01,20:27:59
2022-01-01,20:28:59
2022-01-01,20:29:59
2022-01-01,20:30:59
2022-01-01,20:32:00
2022-01-01,20:33:00
2022-01-01,20:34:00
2022-01-01,20:35:00
2022-01-01,20:36:00
2022-01-01,20:37:00
2022-01-01,20:37:59
2022-01-01,20:38:59
2022-01-01,20:39:59
2022-01-01,20:40:59
2022-01-01,20:41:59
2022-01-01,20:42:59
2022-01-01,20:44:00
2022-01-01,20:45:00
2022-01-01,20:46:00
2022-01-01,20:47:00
2022-01-01,20:48:00
2022-01-01,20:48:59
2022-01-01,20:49:59
2022-01-01,20:50:59
2022-01-01,20:51:59
2022-01-01,20:52:59
2022-01-01,20:53:59
2022-01-01,20:55:00
2022-01-01,20:56:00
2022-01-01,20:57:00
2022-01-01,20:58:00
2022-01-01,20:59:00
2022-01-01,21:00:00
2022-01-01,21:00:59
2022-01-01,21:01:59
2022-01-01,21:02:59
2022-01-01,21:03:59
2022-01-01,21:04:59
2022-01-01,21:06:00
2022-01-01,21:07:00
2022-01-01,21:08:00
2022-01-01,21:09:00
2022-01-01,21:10:00
2022-01-01,21:11:00
2022-01-01,21:11:59
2022-01-01,21:12:59
2022-01-01,21:13:59
2022-01-01,21:14:59
2022-01-01,21:15:59
2022-01-01,21:17:00
2022-01-01,21:18:00
2022-01-01,21:19:00
2022-01-01,21:20:00
2022-01-01,21:21:00
2022-01-01,21:22:00
2022-01-01,21:22:59
2022-01-01,21:23:59
2022-01-01,21:24:59
2022-01-01,21:25:59
2022-01-01,21:26:59
2022-01-01,21:27:59
2022-01-01,21:29:00
2022-01-01,21:30:00
2022-01-01,21:31:00
2022-01-01,21:32:00
2022-01-01,21:33:00
2022-01-01,21:33:59
2022-01-01,21:34:59
2022-01-01,21:35:59
2022-01-01,21:36:59
2022-01-01,21:37:59
2022-01-01,21:38:59
2022-01-01,21:40:00
2022-01-01,21:41:00
2022-01-01,21:42:00
2022-01-01,21:43:00
2022-01-01,21:44:00
2022-01-01,21:45:00
2022-01-01,21:45:59
2022-01-01,21:46:59
2022-01-01,21:47:59
2022-01-01,21:48:59
2022-01-01,21:49:59
2022-01-01,21:51:00
2022-01-01,21:52:00
2022-01-01,21:53:00
2022-01-01,21:54:00
2022-01-01,21:55:00
2022-01-01,21:56:00
2022-01-01,21:56:59
2022-01-01,21:57:59
2022-01-01,21:58:59
2022-01-01,21:59:59
2022-01-01,22:00:59
2022-01-01,22:02:00
2022-01-01,22:03:00
2022-01-01,22:04:00
2022-01-01,22:05:00
2022-01-01,22:06:00
2022-01-01,22:07:00
2022-01-01,22:07:59
2022-01-01,22:08:59
2022-01-01,22:09:59
2022-01-01,22:10:59
2022-01-01,22:11:59
2022-01-01,22:12:59
2022-01-01,22:14:00
2022-01-01,22:15:00
2022-01-01,22:16:00
2022-01-01,22:17:00
2022-01-01,22:18:00
2022-01-01,22:18:59
2022-01-01,22:19:59
2022-01-01,22:20:59
2022-01-01,22:21:59
2022-01-01,22:22:59
2022-01-01,22:23:59
2022-01-01,22:25:00
2022-01-01,22:26:00
2022-01-01,22:27:00
2022-01-01,22:28:00
2022-01-01,22:29:00
2022-01-01,22:30:00
2022-01-01,22:30:59
2022-01-01,22:31:59
2022-01-01,22:32:59
2022-01-01,22:33:59
2022-01-01,22:34:59
2022-01-01,22:36:00
2022-01-01,22:37:00
2022-01-01,22:38:00
2022-01-01,22:39:00
2022-01-01,22:40:00
2022-01-01,22:41:00
2022-01-01,22:41:59
2022-01-01,22:42:59
2022-01-01,22:43:59
2022-01-01,22:44:59
2022-01-01,22:45:59
2022-01-01,22:47:00
2022-01-01,22:48:00
2022-01-01,22:49:00
2022-01-01,22:50:00
2022-01-01,22:51:00
2022-01-01,22:52:00
2022-01-01,22:52:59
2022-01-01,22:53:59
2022-01-01,22:54:59
2022-01-01,22:55:59
2022-01-01,22:56:59
2022-01-01,22:57:59
2022-01-01,22:59:00
2022-01-01,23:00:00
